CardID,MaritalStatus,NumChildren,LoS,HHIncomeMed
"C0101745718","M",1,0.153425,61327.860347
"C0101745959","M",2,1.646575,53245.338298
"C0101746122","M",2,1.463014,66417.126988
"C0101746669","",0,0.893151,35288.857692
"C0101746780","",2,1.210959,42554.094058
"C0101747154","M",2,2.736986,59194.616535
"C0101747159","",2,2.350685,69230.933561
"C0101747460","",2,-0.695890,61926.633503
"C0101747510","M",5,2.147945,69257.179479
"C0101747698","",0,-0.643836,58604.388562
"C0101748393","S",0,2.463014,68436.841945
"C0101748674","M",2,2.997260,77082.735679
"C0101748869","S",1,1.210959,54374.523148
"C0101749324","S",0,0.438356,88015.076144
"C0101749357","M",4,1.873973,46019.775994
"C0101749376","",0,0.208219,52412.793359
"C0101749397","M",2,1.534247,58606.830042
"C0101749729","S",0,-0.534247,75035.554064
"C0101750217","S",0,0.882192,67615.283670
"C0101750373","S",6,2.821918,88015.076144
"C0101750608","M",1,0.887671,46006.347850
"C0101750834","S",2,1.608219,48527.176733
"C0101751075","M",3,1.416438,88015.076144
"C0101751082","S",0,1.115068,86856.593524
"C0101751268","S",0,2.794521,45482.650227
"C0101751584","S",0,2.457534,31890.316477
"C0101751631","S",0,1.997260,67454.145940
"C0101751728","S",0,1.701370,55509.201331
"C0101751792","",3,1.545205,48654.133732
"C0101751796","S",3,0.920548,55526.291696
"C0101752086","",0,1.164384,54968.413343
"C0101752404","S",1,0.567123,55583.056124
"C0101752541","",3,0.027397,62063.356426
"C0101752895","M",2,0.389041,65695.669424
"C0101753340","",0,0.186301,69594.714194
"C0101753493","S",0,0.375342,56979.583117
"C0101753607","",1,3.000000,32294.381542
"C0101754392","",0,0.928767,41149.632252
"C0101754451","",1,1.958904,33928.952910
"C0101754583","S",0,2.290411,40600.299081
"C0101754673","M",2,2.712329,33883.175146
"C0101754807","M",2,2.827397,74091.921751
"C0101755608","",0,2.572603,50867.336039
"C0101755868","",2,1.819178,38933.988464
"C0101755900","",1,-0.512329,52368.236335
"C0101755921","",1,0.890411,38017.822810
"C0101756500","",1,2.419178,75467.696158
"C0101756537","S",0,0.600000,58365.123447
"C0101756688","S",3,0.547945,35918.759728
"C0101756898","S",3,2.756164,69188.207648
"C0101757150","M",1,2.720548,54853.053377
"C0101757388","S",3,-0.895890,84150.822474
"C0101757802","S",0,2.956164,60735.190893
"C0101757807","",0,2.005479,74085.818049
"C0101758204","M",2,2.578082,55584.276864
"C0101758331","",0,1.178082,35323.648793
"C0101758637","S",2,1.243836,56999.114963
"C0101758887","",6,2.013699,32249.824519
"C0101759459","",0,1.676712,69597.155675
"C0101759579","",2,1.232877,69619.129002
"C0101759888","M",2,1.161644,42361.217078
"C0101760035","S",0,1.010959,38017.212439
"C0101760321","M",0,1.635616,70943.021943
"C0101760770","M",4,2.797260,26990.874966
"C0101761085","S",0,1.726027,47200.842311
"C0101761138","S",0,0.484932,70850.245674
"C0101761449","S",5,1.002740,44415.723136
"C0101762016","M",3,2.117808,88015.076144
"C0101762397","",0,0.123288,55328.531755
"C0101762459","S",0,2.068493,36695.150609
"C0101762601","M",2,1.416438,86497.695853
"C0101762619","M",4,0.983562,53441.267129
"C0101762733","M",4,0.019178,71547.898801
"C0101763315","M",2,-0.493151,38113.040559
"C0101763402","M",1,-0.890411,87109.286782
"C0101764305","",1,-0.643836,74137.089145
"C0101764514","M",4,2.704110,37206.640828
"C0101764601","S",2,2.627397,33983.275857
"C0101764606","S",7,1.178082,55615.405744
"C0101764690","S",0,0.652055,61342.509232
"C0101764844","",0,1.835616,60278.023621
"C0101764927","",2,1.682192,72184.514908
"C0101765108","S",3,-0.657534,65703.604236
"C0101765407","M",0,0.345205,72897.427290
"C0101765578","M",1,0.424658,33605.456709
"C0101765719","M",0,-0.471233,38099.612415
"C0101765942","S",0,2.819178,26983.550523
"C0101765999","S",0,0.441096,26992.095706
"C0101766070","",1,0.501370,33934.446242
"C0101766187","S",0,0.764384,69634.998627
"C0101766473","M",1,-0.463014,72878.505814
"C0101766628","",2,0.783562,61712.393567
"C0101766766","",0,0.969863,35938.901944
"C0101766875","S",3,-0.767123,88015.076144
"C0101767527","M",1,1.526027,55628.833888
"C0101767798","",0,1.863014,83659.474471
"C0101767988","",0,1.358904,77085.787530
"C0101768272","",0,2.978082,41117.282632
"C0101768334","M",1,1.580822,56248.359630
"C0101768496","S",0,2.169863,57732.169561
"C0101768775","M",6,2.257534,58428.601947
"C0101768862","S",0,1.010959,52688.070315
"C0101768870","",1,0.991781,37459.334086
"C0101768886","",0,0.293151,50925.931578
"C0101769194","M",2,-0.528767,61751.457259
"C0101769202","M",0,2.536986,64101.382488
"C0101769235","",1,1.364384,86419.568468
"C0101769552","M",0,2.657534,56480.300302
"C0101769686","S",1,1.213699,88015.076144
"C0101769761","M",2,1.994521,38239.997559
"C0101770695","",0,-0.580822,69565.416425
"C0101771207","S",0,1.082192,57737.662893
"C0101772045","S",0,2.630137,46589.251381
"C0101772142","S",0,2.945205,75014.801477
"C0101772162","",1,1.035616,88015.076144
"C0101772512","",0,0.353425,88015.076144
"C0101772874","",2,0.572603,25516.830958
"C0101772909","M",2,1.457534,26968.291269
"C0101773054","M",1,2.567123,86498.306223
"C0101773139","S",1,1.663014,86498.306223
"C0101773331","M",3,1.854795,61853.999451
"C0101855575","M",1,0.145205,33886.226997
"C0101855732","",0,1.545205,47222.205267
"C0101855883","S",0,1.164384,48049.867244
"C0101856036","",2,0.098630,62773.827326
"C0101856325","S",1,2.276712,38851.588488
"C0101856842","",1,-0.663014,57696.157720
"C0101857013","S",2,2.816438,88015.076144
"C0101857515","",4,1.594521,67498.092593
"C0101857623","M",0,2.350685,75106.357006
"C0101857788","S",0,1.786301,30217.291787
"C0101858081","M",3,2.630137,41595.202490
"C0101858318","M",0,-0.690411,69595.324564
"C0101859113","S",0,2.726027,54887.234107
"C0101859414","",0,2.871233,44351.023896
"C0101859433","S",0,2.671233,60809.045686
"C0101859657","M",3,-0.857534,30968.657491
"C0101859897","M",1,1.452055,40956.755272
"C0101860045","",2,2.663014,31014.435255
"C0101860322","M",0,2.764384,75009.918516
"C0101860393","M",5,0.671233,23406.170843
"C0101860513","S",0,1.364384,83728.446303
"C0101860577","S",0,0.106849,77077.242347
"C0101860745","S",0,1.241096,55613.574633
"C0101860873","S",0,1.221918,26983.550523
"C0101860946","",0,1.112329,41605.578784
"C0101861091","M",2,1.726027,41550.645466
"C0101861906","",0,-0.698630,66449.476608
"C0101862037","",1,0.621918,69185.155797
"C0101862122","M",2,2.032877,38141.727958
"C0101862131","S",1,0.991781,82066.408277
"C0101862488","S",0,0.498630,49157.689138
"C0101862951","M",0,0.457534,54881.130406
"C0101863017","",1,0.994521,54889.675588
"C0101863341","",1,2.742466,40995.208594
"C0101864012","",0,2.668493,46555.681021
"C0101864114","S",0,1.117808,37547.227393
"C0101864287","S",0,1.252055,85502.792444
"C0101864650","S",3,2.257534,64755.699332
"C0101864806","",1,0.005479,38197.271645
"C0101865125","M",3,1.884932,55659.962767
"C0101865254","",0,0.224658,85482.650227
"C0101865837","S",1,2.383562,66412.854396
"C0101866377","",0,1.306849,54187.749870
"C0101866654","S",1,0.167123,52633.136998
"C0101866809","M",2,1.126027,74964.751122
"C0101867432","",0,0.402740,60675.374615
"C0101867480","M",7,2.032877,74968.413343
"C0101867522","M",2,1.621918,74956.205939
"C0101867629","S",0,0.315068,88015.076144
"C0101868050","",5,1.709589,54877.468184
"C0101868386","M",1,1.030137,45915.402692
"C0101868598","M",7,2.591781,56984.466079
"C0101868665","",1,2.852055,70892.971587
"C0101868753","",0,2.936986,26968.901639
"C0101869593","S",0,0.024658,53476.058229
"C0101870014","S",0,1.024658,80404.980621
"C0101870159","",0,2.912329,87109.286782
"C0101870270","M",0,2.986301,86497.695853
"C0101870297","S",4,1.249315,58631.855220
"C0101870387","M",2,2.857534,88015.076144
"C0101870874","S",4,1.690411,56213.568529
"C0101871326","",0,1.893151,29428.083132
"C0101871421","",1,1.972603,39902.035585
"C0101871848","",1,0.052055,55263.222144
"C0101872070","M",1,2.227397,83728.446303
"C0101872134","",4,-0.816438,75015.411847
"C0101872191","S",3,2.465753,35910.214545
"C0101872517","M",3,2.542466,60666.829432
"C0101872591","",1,-0.824658,50066.530351
"C0101872664","M",5,1.657534,88015.076144
"C0101872815","",1,-0.515068,47322.916349
"C0101873153","M",1,2.575342,74968.413343
"C0101873322","S",1,0.939726,54204.229865
"C0101873870","S",0,2.528767,30952.787866
"C0101873962","S",4,0.536986,55346.842860
"C0101874479","",2,2.912329,67517.624439
"C0101874531","M",0,2.676712,37996.459853
"C0101874573","",0,0.320548,35288.247322
"C0101874696","M",1,0.553425,28707.846309
"C0101874711","",0,0.602740,86419.568468
"C0101875190","M",0,0.221918,54870.143742
"C0101875191","S",1,2.065753,31902.523881
"C0101875578","M",2,2.323288,74964.751122
"C0101875585","S",0,1.254795,83728.446303
"C0101875800","S",3,2.295890,48456.373791
"C0101875881","S",0,2.200000,85525.376141
"C0101876426","S",4,1.684932,61658.680990
"C0101876736","S",0,2.712329,27005.523850
"C0101876963","S",0,1.539726,42676.168096
"C0101877059","M",1,2.252055,55583.666494
"C0101877689","",0,2.589041,64595.782342
"C0101877884","M",2,2.753425,51468.550676
"C0101877920","S",0,0.534247,56029.847102
"C0101878397","S",0,2.205479,47389.446699
"C0101878587","M",1,2.169863,88015.076144
"C0101878969","S",0,1.260274,39924.619282
"C0101879135","M",2,0.841096,53427.228614
"C0101879309","S",0,1.232877,55643.482772
"C0101879327","M",2,2.317808,65811.639760
"C0101879680","",0,2.150685,86498.306223
"C0101879811","M",3,1.989041,82908.108768
"C0101880832","",0,0.589041,62637.714774
"C0101880917","M",0,1.024658,64621.417890
"C0101881046","M",3,2.386301,54876.247444
"C0101881664","M",2,1.879452,32200.994903
"C0101882194","S",0,0.027397,40340.891751
"C0101882291","M",3,2.536986,83728.446303
"C0101882445","",1,-0.484932,88015.076144
"C0101882882","S",1,-0.547945,63387.859737
"C0101882966","M",3,0.358904,44924.771874
"C0101883149","S",2,2.775342,41089.815973
"C0101883674","M",2,2.980822,50857.570116
"C0101883680","",0,1.298630,25858.638264
"C0101883832","M",1,0.479452,54434.949797
"C0101883857","",2,2.084932,55302.285836
"C0101884550","",3,2.117808,72932.828761
"C0101885423","",2,2.265753,58593.401898
"C0101885674","",1,0.613699,29102.145451
"C0101885904","",0,-0.964384,82066.408277
"C0101886410","",4,0.736986,56479.689932
"C0101886732","M",1,1.978082,25232.398450
"C0101886787","M",2,0.046575,27961.973937
"C0101887220","",2,0.871233,39946.592608
"C0101887479","",6,2.827397,20342.722861
"C0101888173","S",3,1.906849,33890.499588
"C0101888362","M",1,-0.506849,32172.307505
"C0101888453","",1,-0.882192,53478.499710
"C0101889009","",0,1.986301,74127.323222
"C0101889404","S",2,0.134247,67254.554888
"C0101889677","M",2,-0.652055,70334.482864
"C0101889981","S",1,2.183562,62059.694205
"C0101890480","M",2,-0.556164,55486.007263
"C0101890550","S",1,0.134247,58687.398907
"C0101890976","M",1,0.290411,65264.748070
"C0101891301","M",0,1.613699,88015.076144
"C0101891314","M",3,0.383562,87109.286782
"C0101891368","M",5,1.813699,62809.839167
"C0101891747","S",0,2.654795,46753.440962
"C0101891825","S",1,2.649315,44451.124607
"C0101891890","M",1,-0.693151,41034.882656
"C0101892287","M",4,0.090411,61689.809870
"C0101892622","S",0,-0.797260,58569.597461
"C0101892631","M",3,2.846575,56549.272134
"C0101892661","M",2,2.043836,25728.629414
"C0101892698","M",3,2.145205,87109.286782
"C0101892808","S",0,0.882192,62839.747307
"C0101894319","",0,1.131507,29050.874355
"C0101894473","S",0,1.901370,41143.528550
"C0101894497","",3,2.030137,65833.613086
"C0101894760","",1,0.424658,33579.821162
"C0101895408","",0,0.756164,35254.676962
"C0101895641","S",0,2.720548,39815.973388
"C0101895752","S",0,2.473973,56237.983337
"C0101895814","",2,0.690411,33899.044771
"C0101895852","",3,-0.597260,88015.076144
"C0101896963","",0,1.909589,61338.847011
"C0101897638","S",0,0.967123,65300.149541
"C0101898335","",0,-0.920548,38469.496750
"C0101898371","",2,2.197260,55997.497482
"C0101898538","M",3,0.326027,58399.304178
"C0101898808","S",0,0.564384,37471.541490
"C0101898831","",0,1.676712,28707.846309
"C0101899073","S",1,0.572603,49788.201544
"C0101899274","S",1,1.158904,53313.089389
"C0101899367","",0,0.720548,80382.396924
"C0101900732","S",0,0.539726,28036.439100
"C0101900742","S",0,1.084932,88015.076144
"C0101900759","M",1,-0.627397,31881.771294
"C0101900794","S",0,2.545205,44442.579424
"C0101901207","S",0,1.336986,55055.696280
"C0101901434","",3,2.750685,83728.446303
"C0101901749","M",0,2.857534,71493.575854
"C0101901927","",0,2.210959,41105.075228
"C0101902004","M",2,1.394521,35252.845851
"C0101902253","S",1,-0.482192,44748.985260
"C0101902422","",1,2.791781,46812.036500
"C0101902439","S",1,1.076712,55614.795373
"C0101902723","",0,2.427397,74972.075564
"C0101902777","M",1,2.797260,39874.568926
"C0101903024","S",0,0.567123,38182.012391
"C0101903057","",0,1.756164,53187.963500
"C0101903354","M",0,2.964384,39861.751152
"C0101903673","M",1,0.317808,35338.908048
"C0101903739","",3,2.989041,49175.389874
"C0101903764","S",0,0.501370,64579.912717
"C0101904507","",0,1.484932,55517.136143
"C0101904519","",2,2.487671,24969.328898
"C0101904722","",1,2.649315,60776.696066
"C0101904934","S",3,0.241096,40947.599719
"C0101905373","M",1,1.961644,37328.714866
"C0101905388","M",1,-0.621918,62132.938627
"C0101905424","",1,0.969863,69312.112796
"C0101906118","",0,1.668493,65938.596759
"C0101906636","",0,2.468493,55619.067965
"C0101906887","M",3,2.624658,69606.311228
"C0101907158","M",1,0.701370,49566.026795
"C0101907431","",3,1.342466,35028.229621
"C0101907468","S",0,1.221918,46758.323923
"C0101907573","",1,1.843836,71547.898801
"C0101907671","S",3,2.591781,26262.092959
"C0101907783","",0,0.602740,88015.076144
"C0101908525","S",0,0.868493,86419.568468
"C0101908820","S",1,0.591781,31017.487106
"C0101908928","S",0,0.252055,50227.057711
"C0101909181","S",1,0.720548,57029.023103
"C0101909309","M",0,0.501370,30958.281198
"C0101909628","M",2,0.501370,37452.620014
"C0101909795","M",2,0.736986,86498.306223
"C0101909992","",1,2.424658,82898.342845
"C0101910040","S",0,0.515068,54917.752617
"C0101910374","",1,0.421918,50855.128636
"C0101910506","M",1,2.380822,63766.289254
"C0101910727","M",7,2.473973,35918.759728
"C0101910931","S",0,1.545205,27042.146062
"C0101911497","M",0,-0.742466,74962.920011
"C0101911570","M",4,2.334247,32175.359355
"C0101911642","S",1,2.268493,42211.066012
"C0101912036","S",2,1.334247,88015.076144
"C0101912194","",0,2.501370,65912.350841
"C0101912545","M",0,1.893151,41316.873684
"C0101912563","",0,0.660274,77052.217170
"C0101912778","",1,-0.772603,55460.982086
"C0101912957","M",4,1.339726,69218.726157
"C0101913116","",3,1.824658,55399.334696
"C0101913433","S",5,0.186301,30180.669576
"C0101913522","M",1,2.038356,20504.470962
"C0101913984","",2,2.454795,54883.571886
"C0101914056","S",1,0.583562,37623.523667
"C0101914339","M",2,2.293151,69592.883084
"C0101914475","S",0,1.326027,40150.456252
"C0101914952","S",0,1.734247,74116.336558
"C0101915823","M",1,1.967123,38139.896847
"C0101916311","",0,-0.750685,31043.122654
"C0101916564","M",4,-0.638356,30980.254524
"C0101916836","M",1,1.339726,60719.931639
"C0101916872","S",0,2.663014,82066.408277
"C0101917491","",0,0.208219,73024.994659
"C0101917581","S",0,1.290411,69287.087619
"C0101917776","S",1,2.493151,45168.309580
"C0101917847","M",0,2.438356,63353.679006
"C0101917857","S",0,0.873973,41063.570055
"C0101917924","",0,2.578082,52444.532609
"C0101918141","S",0,0.898630,65280.617695
"C0101918156","M",1,1.380822,31022.980438
"C0101918224","M",5,0.369863,49627.674184
"C0101918509","S",0,1.115068,50580.462050
"C0101918557","M",1,0.484932,23118.686483
"C0101918572","M",1,1.928767,47225.257118
"C0101918927","",1,1.123288,52470.168157
"C0101919129","",5,0.506849,45785.393841
"C0101919216","S",1,1.619178,88015.076144
"C0101919398","M",1,1.736986,54937.284463
"C0101919596","M",2,-0.589041,74962.920011
"C0101919738","",1,2.131507,38034.913175
"C0101920041","",1,2.942466,50890.530107
"C0101920590","M",1,0.534247,50878.933073
"C0101920848","S",2,1.830137,71506.393628
"C0101920868","",3,1.630137,61265.602588
"C0101920942","S",0,1.865753,83718.680380
"C0101920984","S",1,0.643836,39886.165960
"C0101921087","M",1,0.117808,55612.353893
"C0101921112","M",3,1.591781,50115.359966
"C0101921283","M",1,0.063014,69304.177984
"C0101921515","S",0,2.410959,67603.076266
"C0101921594","M",0,0.819178,36132.389294
"C0101921799","M",1,2.035616,80382.396924
"C0101921878","",2,2.347945,88015.076144
"C0101922090","",1,0.197260,28668.172246
"C0101922460","S",0,0.304110,32205.267495
"C0101922901","S",3,0.632877,30991.851558
"C0101922975","S",1,1.947945,58357.188635
"C0101923067","",1,1.356164,57028.412732
"C0101923201","M",0,2.627397,69552.598651
"C0101923469","S",0,0.906849,44393.749809
"C0101923527","S",0,0.676712,51091.952269
"C0101923844","M",2,0.860274,88015.076144
"C0101923854","",1,0.983562,26999.420148
"C0101923971","S",0,2.213699,56628.009888
"C0101924215","M",1,2.624658,55076.448866
"C0101924426","",4,1.600000,58271.126438
"C0101925007","M",2,1.309589,26251.106296
"C0101925192","M",4,2.153425,55513.473922
"C0101925310","",0,0.800000,65471.053194
"C0101925459","",0,1.380822,88015.076144
"C0101925653","",0,1.923288,86498.306223
"C0101926105","",0,2.715068,58556.779687
"C0101926255","S",0,0.586301,32045.960875
"C0101926263","S",0,1.663014,86856.593524
"C0101926702","",2,0.704110,40984.221931
"C0101927363","S",0,2.827397,50200.811792
"C0101927421","M",3,0.400000,44365.062410
"C0101928514","",0,-0.649315,55993.224891
"C0101928875","S",1,2.400000,56549.882504
"C0101929124","M",0,-0.690411,27468.184454
"C0101929169","S",1,1.832877,51014.435255
"C0101929472","",3,1.978082,35923.032319
"C0101929498","M",0,1.134247,54373.302408
"C0101929774","S",1,-0.679452,74146.244697
"C0101929794","S",0,1.164384,33894.161809
"C0101929879","M",0,-0.580822,88015.076144
"C0101930387","M",0,0.304110,55581.225013
"C0101930584","M",1,0.635616,83659.474471
"C0101931016","M",1,1.315068,44398.632771
"C0101931124","S",1,-0.493151,69326.761681
"C0101931347","M",0,0.890411,40976.897488
"C0101931499","M",2,1.693151,41015.350810
"C0101931629","S",1,2.583562,88015.076144
"C0101931833","",1,1.005479,67728.202155
"C0101932012","M",1,1.161644,31890.926847
"C0101932165","S",2,-0.523288,61756.340220
"C0101932388","M",0,2.367123,54850.611896
"C0101932732","M",2,1.038356,39324.015015
"C0101933549","M",1,2.339726,69234.595782
"C0101933668","S",0,-0.731507,66445.204016
"C0101933880","M",0,0.871233,65941.038240
"C0101934237","",3,2.391781,71493.575854
"C0101934354","M",1,-0.567123,60300.607318
"C0101934405","",0,0.493151,41306.497391
"C0101934498","",1,1.972603,64006.775109
"C0101934560","S",1,-0.953425,26091.799677
"C0101934785","M",0,2.989041,84214.911344
"C0101934916","S",0,1.687671,85525.376141
"C0101935401","M",2,2.632877,55298.013245
"C0101935982","",0,-0.487671,51223.181860
"C0101936292","",7,2.865753,67623.218482
"C0101936360","",0,1.386301,51472.212897
"C0101936791","M",2,1.123288,78659.321879
"C0101936836","M",4,2.871233,33829.462569
"C0101937276","S",2,1.101370,61297.341838
"C0101937779","S",0,1.775342,62129.886776
"C0101938077","S",3,1.616438,84190.496536
"C0101938096","S",0,0.057534,37267.067476
"C0101938356","M",2,-0.726027,15532.395398
"C0101938406","M",2,0.802740,64837.488937
"C0101938677","S",1,1.197260,67526.779992
"C0101938769","M",0,0.035616,40983.001190
"C0101939221","",0,2.520548,69581.896420
"C0101939239","",0,0.572603,69208.960234
"C0101939254","",4,0.871233,54403.210547
"C0101939589","S",0,0.895890,84156.926176
"C0101940065","M",1,1.134247,55029.450362
"C0102023682","S",1,0.046575,38497.573778
"C0102023958","S",1,2.687671,29445.173498
"C0102024002","M",1,1.301370,49753.410443
"C0102024267","S",6,-0.635616,55445.112461
"C0102024462","",1,2.846575,31484.420301
"C0102024758","",0,-0.605479,56455.885495
"C0102025336","S",0,0.723288,37506.332591
"C0102025678","M",0,-0.723288,56005.432295
"C0102025682","",0,0.736986,41816.766869
"C0102025893","S",2,0.273973,41792.352062
"C0102026323","M",3,0.230137,38735.618152
"C0102027289","S",0,0.463014,47990.050966
"C0102027330","M",1,0.898630,66292.611469
"C0102027677","M",0,2.789041,54939.725944
"C0102027697","S",0,1.753425,39881.893368
"C0102027883","",4,0.402740,58730.735191
"C0102028573","S",2,2.465753,48063.905759
"C0102028585","M",1,0.331507,42668.233283
"C0102028618","S",1,0.942466,70792.260506
"C0102028771","",1,1.473973,47084.261605
"C0102028891","S",0,0.172603,55551.927244
"C0102029152","S",3,-0.465753,71486.861782
"C0102029774","M",2,-0.939726,55617.236854
"C0102029822","M",1,2.873973,65692.617573
"C0102030050","M",1,0.750685,40993.377483
"C0102030156","S",0,2.504110,46760.765404
"C0102030451","M",0,0.994521,56154.362621
"C0102030495","",2,2.339726,61658.070620
"C0102030795","M",1,0.506849,58659.932249
"C0102031628","M",0,0.857534,41004.974517
"C0102032019","S",0,2.742466,42731.101413
"C0102032102","S",2,1.142466,86419.568468
"C0102032225","M",0,2.002740,28679.158910
"C0102032455","M",2,2.783562,38014.160588
"C0102032672","S",0,0.290411,62775.658437
"C0102032776","S",0,0.673973,70867.946409
"C0102033042","S",0,0.030137,85480.819117
"C0102034146","S",1,-0.482192,82107.913450
"C0102034241","M",4,0.271233,69580.675680
"C0102035154","",0,1.104110,70925.321207
"C0102035271","S",5,2.252055,56533.402509
"C0102035274","M",3,2.054795,56530.961028
"C0102035344","M",4,0.843836,56456.495865
"C0102035448","S",2,0.400000,58423.718986
"C0102035801","",2,2.827397,61283.913694
"C0102035847","M",3,1.569863,58656.270028
"C0102036037","S",3,1.586301,39925.229652
"C0102036405","S",0,0.136986,63574.022645
"C0102036506","M",1,1.871233,54174.321726
"C0102036698","M",1,2.476712,70883.816034
"C0102037380","M",0,1.317808,67495.651112
"C0102037771","M",1,2.361644,27310.708945
"C0102037817","M",2,0.980822,45994.140446
"C0102038274","M",0,2.153425,69196.142460
"C0102038462","M",1,2.134247,33905.758843
"C0102038932","",0,2.484932,33735.465560
"C0102039231","M",1,2.361644,18563.493759
"C0102039665","M",2,0.819178,69169.896542
"C0102039859","M",0,1.668493,63591.723380
"C0102039986","S",0,0.273973,35285.195471
"C0102040180","S",0,1.194521,55339.518418
"C0102040348","M",3,1.000000,55992.004151
"C0102040595","S",0,0.794521,33870.967742
"C0102041358","",1,0.016438,35262.611774
"C0102041701","M",1,-0.638356,57011.322367
"C0102041749","",0,2.326027,58717.917417
"C0102041950","M",0,1.391781,42679.219947
"C0102042159","M",0,0.934247,71497.848445
"C0102042572","",2,2.575342,35047.761467
"C0102042978","M",2,1.178082,58365.733818
"C0102043338","",1,2.567123,56020.081179
"C0102043409","S",0,1.413699,56715.292825
"C0102043512","S",1,1.271233,62844.630268
"C0102043663","M",0,0.767123,54992.828150
"C0102043765","",1,0.750685,57004.608295
"C0102044071","M",0,0.139726,35002.594073
"C0102044114","",0,0.632877,33853.267006
"C0102044442","S",0,2.882192,56485.793634
"C0102044498","M",0,0.616438,31898.861660
"C0102044693","",1,-0.679452,66447.645497
"C0102044724","S",2,0.186301,18209.479049
"C0102045309","M",2,2.265753,51466.719565
"C0102045423","M",0,1.265753,46772.362438
"C0102045586","",0,0.252055,55377.361370
"C0102045979","M",0,-0.613699,48715.781121
"C0102046063","",1,1.465753,58664.815210
"C0102046219","S",0,0.750685,70883.816034
"C0102046305","",0,2.238356,70288.705100
"C0102046557","S",0,1.824658,70341.807306
"C0102046947","",0,1.413699,48496.047853
"C0102047128","M",3,1.720548,82066.408277
"C0102047138","M",4,2.745205,70290.536210
"C0102047252","",1,-0.723288,41023.285623
"C0102047351","S",0,2.350685,31642.506180
"C0102047431","S",1,2.698630,74054.078799
"C0102048039","",0,0.723288,37954.344310
"C0102048365","S",1,0.145205,31569.872127
"C0102048375","M",1,1.065753,48104.190191
"C0102048423","M",2,1.106849,62128.666036
"C0102048512","M",1,-0.863014,61286.965545
"C0102048531","",1,1.320548,70930.814539
"C0102048800","",0,0.797260,69611.194189
"C0102049389","M",4,-0.589041,39855.037080
"C0102049522","",0,-0.715068,62139.042329
"C0102049660","",3,2.383562,55321.207312
"C0102050125","S",2,-0.630137,45054.780725
"C0102050324","S",0,2.635616,30646.992401
"C0102050850","M",1,1.972603,40996.429334
"C0102051589","M",0,1.646575,40912.808618
"C0102051996","M",0,0.969863,49773.552660
"C0102052364","M",1,-0.684932,57018.646809
"C0102052382","M",0,0.810959,46766.869106
"C0102052706","S",1,2.797260,55549.485763
"C0102053639","S",1,1.049315,58584.856716
"C0102053664","S",1,2.252055,58621.478927
"C0102053681","M",2,1.065753,71492.355113
"C0102053773","S",0,1.087671,88015.076144
"C0102053820","M",0,-0.542466,81310.159612
"C0102053946","S",0,1.515068,58600.726341
"C0102054185","S",0,2.356164,71542.405469
"C0102055148","S",0,2.057534,51832.941679
"C0102055266","S",0,0.175342,55398.113956
"C0102055435","",0,2.345205,74405.041658
"C0102056148","",1,1.345205,53563.951537
"C0102056152","M",1,0.421918,74057.130650
"C0102056309","S",0,1.186301,58677.632984
"C0102056450","M",1,2.991781,69226.660970
"C0102057079","S",0,1.263014,45881.221961
"C0102057242","M",1,0.178082,48744.468520
"C0102057646","",3,0.569863,82107.913450
"C0102057744","S",2,0.547945,70833.155309
"C0102058006","M",1,1.819178,31662.648396
"C0102058153","",0,2.687671,69312.112796
"C0102058495","S",0,2.424658,70024.414808
"C0102059073","",0,0.375342,69956.053346
"C0102060029","S",4,0.624658,70859.401227
"C0102060408","S",0,-0.589041,67532.273324
"C0102060708","M",3,2.750685,62797.631764
"C0102060792","M",0,2.841096,38944.364757
"C0102060918","S",0,2.884932,56701.864681
"C0102061538","",1,0.123288,40985.442671
"C0102061747","",0,0.695890,63362.224189
"C0102062521","",1,1.213699,55374.309519
"C0102062650","M",0,-0.841096,41100.802637
"C0102063258","M",1,1.334247,69163.182470
"C0102063593","M",1,2.961644,74126.712851
"C0102064203","S",0,1.709589,41059.297464
"C0102064364","M",0,0.698630,30959.501938
"C0102064670","",7,0.452055,39890.438551
"C0102064750","",0,2.632877,63859.675893
"C0102064870","S",0,1.400000,41028.778954
"C0102064919","",2,-0.482192,55324.869533
"C0102065044","S",3,2.268493,29930.417798
"C0102065276","S",3,1.542466,79997.253334
"C0102065783","S",0,1.586301,29783.928953
"C0102066072","S",0,1.832877,71091.952269
"C0102066158","M",1,2.808219,42308.114872
"C0102066561","M",1,1.038356,35069.124424
"C0102066591","S",0,2.252055,64701.376385
"C0102066688","",0,0.797260,51477.095859
"C0102067471","S",6,0.180822,65068.208869
"C0102068400","S",0,1.238356,84476.149785
"C0102068614","S",0,-0.969863,83782.158879
"C0102068744","",2,2.200000,87109.286782
"C0102069125","M",3,0.731507,83782.158879
"C0102069148","M",1,1.380822,71322.672201
"C0102069723","M",3,1.183562,25082.247383
"C0102069970","S",3,2.391781,67108.676412
"C0102070047","S",0,2.715068,88015.076144
"C0102070677","",1,1.942466,67130.039369
"C0102070862","",0,2.010959,88015.076144
"C0102071070","M",0,2.273973,88015.076144
"C0102071365","S",0,0.731507,73927.732170
"C0102071424","S",1,-0.517808,73927.732170
"C0102071503","S",3,1.580822,42382.580035
"C0102071618","",1,-0.597260,83782.158879
"C0102072174","M",1,2.161644,67900.326548
"C0102072886","S",0,1.597260,64014.709922
