CardID,Responded
"C0101457675","F"
"C0101458303","F"
"C0101458402","F"
"C0101459285","F"
"C0101459329","F"
"C0101459713","T"
"C0101460208","F"
"C0101460313","F"
"C0101460525","F"
"C0101460965","F"
"C0101461050","F"
"C0101461178","T"
"C0101461225","F"
"C0101461313","F"
"C0101461670","F"
"C0101461801","F"
"C0101462239","F"
"C0101462403","F"
"C0101462648","F"
"C0101462969","F"
"C0101464095","T"
"C0101464270","F"
"C0101464361","F"
"C0101464905","T"
"C0101465003","F"
"C0101465859","T"
"C0101465994","F"
"C0101466670","F"
"C0101466724","F"
"C0101466859","F"
"C0101467341","F"
"C0101467621","F"
"C0101467993","F"
"C0101468207","F"
"C0101468499","F"
"C0101468700","F"
"C0101469086","F"
"C0101469658","T"
"C0101470578","F"
"C0101470818","F"
"C0101471063","F"
"C0101471221","F"
"C0101471315","F"
"C0101471368","F"
"C0101471440","F"
"C0101471885","F"
"C0101472123","F"
"C0101472398","T"
"C0101472471","F"
"C0101472629","F"
"C0101472703","F"
"C0101472946","F"
"C0101473835","F"
"C0101474063","F"
"C0101474508","F"
"C0101474583","F"
"C0101474775","F"
"C0101475363","F"
"C0101475366","F"
"C0101475652","T"
"C0101475809","F"
"C0101475951","F"
"C0101476116","F"
"C0101476250","T"
"C0101476391","F"
"C0101476464","F"
"C0101476739","T"
"C0101476924","F"
"C0101477065","F"
"C0101477242","F"
"C0101477536","F"
"C0101477614","F"
"C0101477738","F"
"C0101477793","F"
"C0101478751","F"
"C0101479021","F"
"C0101479274","F"
"C0101479945","F"
"C0101480021","F"
"C0101480413","F"
"C0101480682","F"
"C0101481556","F"
"C0101481957","F"
"C0101482009","F"
"C0101482122","F"
"C0101482149","F"
"C0101482283","F"
"C0101482653","T"
"C0101482806","F"
"C0101482859","F"
"C0101482946","T"
"C0101483702","F"
"C0101484259","F"
"C0101484373","F"
"C0101484444","F"
"C0101484912","F"
"C0101485167","F"
"C0101485258","F"
"C0101485420","F"
"C0101486414","F"
"C0101486466","F"
"C0101486502","T"
"C0101486767","F"
"C0101488303","F"
"C0101488386","F"
"C0101488669","F"
"C0101488754","F"
"C0101489065","F"
"C0101489334","F"
"C0101489624","F"
"C0101489624","F"
"C0101489694","F"
"C0101490254","F"
"C0101490297","T"
"C0101491339","F"
"C0101491427","F"
"C0101491566","F"
"C0101492040","F"
"C0101492115","F"
"C0101492672","F"
"C0101492732","F"
"C0101492870","F"
"C0101492908","F"
"C0101493036","F"
"C0101493422","F"
"C0101493960","F"
"C0101494329","F"
"C0101495556","F"
"C0101495716","T"
"C0101495929","T"
"C0101496550","F"
"C0101496998","F"
"C0101497031","F"
"C0101497034","F"
"C0101497094","F"
"C0101497094","F"
"C0101497198","F"
"C0101498053","F"
"C0101498918","T"
"C0101499298","F"
"C0101499352","T"
"C0101499505","F"
"C0101499641","F"
"C0101500584","T"
"C0101500866","F"
"C0101501821","F"
"C0101502033","F"
"C0101502092","F"
"C0101502302","T"
"C0101502329","F"
"C0101502671","F"
"C0101502869","F"
"C0101503653","F"
"C0101503741","F"
"C0101504034","F"
"C0101504290","F"
"C0101504455","F"
"C0101505393","F"
"C0101505498","F"
"C0101505565","F"
"C0101505565","F"
"C0101505814","F"
"C0101506226","F"
"C0101506615","F"
"C0101506628","F"
"C0101506835","F"
"C0101506914","F"
"C0101506974","F"
"C0101507037","T"
"C0101507160","F"
"C0101507379","F"
"C0101507413","F"
"C0101507740","F"
"C0101507813","F"
"C0101508402","F"
"C0101508654","F"
"C0101508720","F"
"C0101509172","F"
"C0101509699","F"
"C0101510083","F"
"C0101510503","T"
"C0101510628","F"
"C0101510686","F"
"C0101510763","F"
"C0101510839","F"
"C0101511134","F"
"C0101511567","F"
"C0101511567","F"
"C0101511752","F"
"C0101512029","F"
"C0101512263","F"
"C0101512419","F"
"C0101512466","F"
"C0101512839","F"
"C0101513040","F"
"C0101513071","F"
"C0101513294","F"
"C0101513488","F"
"C0101514412","T"
"C0101516630","F"
"C0101517576","F"
"C0101517952","F"
"C0101518033","F"
"C0101518135","F"
"C0101518215","F"
"C0101714904","F"
"C0101715447","F"
"C0101715516","F"
"C0101715592","F"
"C0101715695","F"
"C0101715828","F"
"C0101715872","F"
"C0101715908","F"
"C0101716059","F"
"C0101716248","F"
"C0101716260","F"
"C0101716380","F"
"C0101716521","F"
"C0101716577","F"
"C0101716627","F"
"C0101717112","F"
"C0101717334","F"
"C0101717397","F"
"C0101717640","F"
"C0101717964","F"
"C0101718124","F"
"C0101718745","T"
"C0101719420","F"
"C0101719444","F"
"C0101719786","F"
"C0101720118","F"
"C0101720120","F"
"C0101721218","F"
"C0101721456","F"
"C0101721683","F"
"C0101721712","F"
"C0101721971","F"
"C0101722112","F"
"C0101722392","F"
"C0101722735","F"
"C0101722791","F"
"C0101723652","F"
"C0101723670","F"
"C0101723898","F"
"C0101724237","F"
"C0101724237","F"
"C0101724454","F"
"C0101724609","F"
"C0101724652","F"
"C0101724778","F"
"C0101724842","F"
"C0101725091","T"
"C0101725113","F"
"C0101725380","F"
"C0101725385","F"
"C0101725608","F"
"C0101725708","F"
"C0101725717","F"
"C0101725804","F"
"C0101726429","T"
"C0101726642","F"
"C0101726673","F"
"C0101726779","F"
"C0101727016","F"
"C0101727543","T"
"C0101727878","F"
"C0101727988","F"
"C0101728837","F"
"C0101728927","T"
"C0101729529","F"
"C0101729671","F"
"C0101729835","F"
"C0101729914","F"
"C0101729944","F"
"C0101730000","F"
"C0101730210","F"
"C0101730490","F"
"C0101731371","F"
"C0101731796","F"
"C0101732141","F"
"C0101732275","F"
"C0101732837","F"
"C0101733064","F"
"C0101733120","F"
"C0101733212","F"
"C0101734426","F"
"C0101734648","F"
"C0101734847","F"
"C0101734920","F"
"C0101735334","T"
"C0101735503","T"
"C0101735935","F"
"C0101736458","F"
"C0101736466","T"
"C0101736753","F"
"C0101736829","F"
"C0101737005","F"
"C0101737573","F"
"C0101737603","F"
"C0101737610","T"
"C0101737708","F"
"C0101737723","F"
"C0101738619","F"
"C0101738996","F"
"C0101739300","T"
"C0101739409","F"
"C0101739409","F"
"C0101739754","F"
"C0101739845","F"
"C0101739989","F"
"C0101740002","F"
"C0101740083","F"
"C0101740128","F"
"C0101740478","F"
"C0101740561","F"
"C0101740999","F"
"C0101741173","F"
"C0101741257","F"
"C0101741755","F"
"C0101742460","T"
"C0101742621","T"
"C0101742775","T"
"C0101742788","F"
"C0101742864","F"
"C0101743601","F"
"C0101743967","T"
"C0101744060","T"
"C0101744528","F"
"C0101745014","F"
"C0101745544","F"
"C0101745627","F"
"C0101745718","F"
"C0101745959","F"
"C0101746122","F"
"C0101746669","F"
"C0101746780","F"
"C0101747154","F"
"C0101747159","F"
"C0101747460","F"
"C0101747510","F"
"C0101747698","F"
"C0101748393","F"
"C0101748674","F"
"C0101748869","F"
"C0101749324","T"
"C0101749357","F"
"C0101749376","F"
"C0101749397","F"
"C0101749729","F"
"C0101750217","F"
"C0101750373","F"
"C0101750608","F"
"C0101750834","T"
"C0101751075","F"
"C0101751082","F"
"C0101751268","F"
"C0101751584","F"
"C0101751631","F"
"C0101751728","F"
"C0101751792","F"
"C0101751796","F"
"C0101752086","F"
"C0101752404","F"
"C0101752541","F"
"C0101752895","F"
"C0101753340","T"
"C0101753493","F"
"C0101753607","F"
"C0101754392","F"
"C0101754451","F"
"C0101754583","F"
"C0101754673","F"
"C0101754807","F"
"C0101755608","F"
"C0101755868","F"
"C0101755900","F"
"C0101755921","F"
"C0101756500","T"
"C0101756537","F"
"C0101756688","F"
"C0101756898","F"
"C0101757150","F"
"C0101757388","F"
"C0101757802","F"
"C0101757807","F"
"C0101758204","F"
"C0101758331","F"
"C0101758637","F"
"C0101758887","F"
"C0101759459","F"
"C0101759579","F"
"C0101759888","F"
"C0101760035","F"
"C0101760321","F"
"C0101760770","T"
"C0101761085","F"
"C0101761138","F"
"C0101761449","F"
"C0101762016","T"
"C0101762397","F"
"C0101762459","F"
"C0101762601","F"
"C0101762619","F"
"C0101762733","F"
"C0101763315","F"
"C0101763402","F"
"C0101764305","F"
"C0101764514","F"
"C0101764601","F"
"C0101764606","F"
"C0101764690","F"
"C0101764844","F"
"C0101764927","F"
"C0101765108","F"
"C0101765407","F"
"C0101765578","F"
"C0101765719","F"
"C0101765942","F"
"C0101765999","F"
"C0101766070","T"
"C0101766187","F"
"C0101766473","F"
"C0101766628","F"
"C0101766766","F"
"C0101766875","F"
"C0101767527","F"
"C0101767798","F"
"C0101767988","F"
"C0101768272","F"
"C0101768334","F"
"C0101768496","F"
"C0101768775","F"
"C0101768862","F"
"C0101768870","F"
"C0101768886","F"
"C0101769194","F"
"C0101769202","F"
"C0101769235","F"
"C0101769552","F"
"C0101769686","F"
"C0101769761","F"
"C0101770695","F"
"C0101771207","F"
"C0101772045","F"
"C0101772142","F"
"C0101772162","F"
"C0101772512","F"
"C0101772874","F"
"C0101772909","F"
"C0101773054","T"
"C0101773139","F"
"C0101773331","F"
"C0101855575","F"
"C0101855732","T"
"C0101855883","F"
"C0101856036","F"
"C0101856325","T"
"C0101856842","F"
"C0101857013","F"
"C0101857515","F"
"C0101857623","F"
"C0101857788","F"
"C0101858081","F"
"C0101858318","F"
"C0101859113","F"
"C0101859414","F"
"C0101859433","F"
"C0101859657","F"
"C0101859897","F"
"C0101860045","F"
"C0101860322","F"
"C0101860393","F"
"C0101860513","F"
"C0101860577","F"
"C0101860745","F"
"C0101860873","F"
"C0101860946","F"
"C0101861091","F"
"C0101861906","F"
"C0101862037","F"
"C0101862122","F"
"C0101862131","F"
"C0101862488","F"
"C0101862951","F"
"C0101863017","F"
"C0101863341","F"
"C0101864012","F"
"C0101864114","F"
"C0101864287","F"
"C0101864650","F"
"C0101864806","F"
"C0101865125","F"
"C0101865254","F"
"C0101865837","T"
"C0101866377","F"
"C0101866654","F"
"C0101866809","F"
"C0101867432","F"
"C0101867480","T"
"C0101867522","F"
"C0101867629","F"
"C0101868050","F"
"C0101868386","F"
"C0101868598","F"
"C0101868665","F"
"C0101868753","F"
"C0101869593","F"
"C0101870014","F"
"C0101870159","F"
"C0101870270","F"
"C0101870297","F"
"C0101870387","F"
"C0101870874","F"
"C0101871326","F"
"C0101871421","T"
"C0101871848","F"
"C0101872070","F"
"C0101872134","F"
"C0101872191","F"
"C0101872517","F"
"C0101872591","F"
"C0101872664","F"
"C0101872815","F"
"C0101873153","F"
"C0101873322","F"
"C0101873870","F"
"C0101873962","F"
"C0101874479","F"
"C0101874531","F"
"C0101874573","T"
"C0101874696","F"
"C0101874711","F"
"C0101875190","F"
"C0101875191","T"
"C0101875578","F"
"C0101875585","F"
"C0101875800","F"
"C0101875881","F"
"C0101876426","F"
"C0101876736","F"
"C0101876963","F"
"C0101877059","F"
"C0101877689","F"
"C0101877884","F"
"C0101877920","F"
"C0101878397","F"
"C0101878587","F"
"C0101878969","F"
"C0101879135","F"
"C0101879309","F"
"C0101879309","F"
"C0101879327","F"
"C0101879680","F"
"C0101879811","F"
"C0101880832","F"
"C0101880917","F"
"C0101881046","F"
"C0101881664","F"
"C0101882194","F"
"C0101882291","F"
"C0101882445","F"
"C0101882882","F"
"C0101882966","F"
"C0101883149","F"
"C0101883674","F"
"C0101883680","F"
"C0101883832","F"
"C0101883857","F"
"C0101884550","F"
"C0101885423","F"
"C0101885674","T"
"C0101885904","F"
"C0101886410","F"
"C0101886732","F"
"C0101886787","F"
"C0101887220","F"
"C0101887479","F"
"C0101888173","F"
"C0101888362","F"
"C0101888453","F"
"C0101889009","F"
"C0101889404","F"
"C0101889677","F"
"C0101889981","F"
"C0101890480","F"
"C0101890550","F"
"C0101890976","F"
"C0101891301","F"
"C0101891314","F"
"C0101891368","F"
"C0101891747","F"
"C0101891825","F"
"C0101891890","F"
"C0101892287","F"
"C0101892622","F"
"C0101892631","F"
"C0101892661","F"
"C0101892698","F"
"C0101892808","F"
"C0101894319","F"
"C0101894473","F"
"C0101894497","F"
"C0101894760","F"
"C0101895408","F"
"C0101895641","F"
"C0101895752","T"
"C0101895814","F"
"C0101895852","F"
"C0101896963","F"
"C0101897638","F"
"C0101898335","F"
"C0101898371","F"
"C0101898538","F"
"C0101898808","F"
"C0101898831","F"
"C0101899073","F"
"C0101899274","T"
"C0101899367","F"
"C0101900732","F"
"C0101900742","F"
"C0101900759","F"
"C0101900794","F"
"C0101901207","F"
"C0101901434","F"
"C0101901749","F"
"C0101901927","F"
"C0101902004","F"
"C0101902253","F"
"C0101902422","F"
"C0101902439","T"
"C0101902723","F"
"C0101902777","F"
"C0101903024","F"
"C0101903057","F"
"C0101903354","F"
"C0101903673","F"
"C0101903739","F"
"C0101903764","F"
"C0101904507","F"
"C0101904519","F"
"C0101904722","F"
"C0101904934","F"
"C0101905373","F"
"C0101905388","F"
"C0101905424","F"
"C0101906118","F"
"C0101906636","F"
"C0101906887","F"
"C0101907158","T"
"C0101907431","F"
"C0101907431","F"
"C0101907468","F"
"C0101907573","F"
"C0101907671","F"
"C0101907783","F"
"C0101908525","F"
"C0101908820","F"
"C0101908928","F"
"C0101909181","F"
"C0101909309","F"
"C0101909628","F"
"C0101909795","F"
"C0101909992","F"
"C0101910040","F"
"C0101910374","T"
"C0101910506","F"
"C0101910727","F"
"C0101910931","F"
"C0101911497","F"
"C0101911570","F"
"C0101911642","F"
"C0101912036","F"
"C0101912194","F"
"C0101912545","F"
"C0101912563","F"
"C0101912778","F"
"C0101912957","F"
"C0101913116","F"
"C0101913433","F"
"C0101913522","F"
"C0101913984","F"
"C0101914056","F"
"C0101914339","F"
"C0101914475","F"
"C0101914952","T"
"C0101915823","F"
"C0101916311","F"
"C0101916564","F"
"C0101916836","T"
"C0101916872","T"
"C0101917491","F"
"C0101917581","F"
"C0101917776","F"
"C0101917847","F"
"C0101917857","F"
"C0101917924","T"
"C0101918141","F"
"C0101918156","F"
"C0101918224","F"
"C0101918509","F"
"C0101918557","F"
"C0101918572","F"
"C0101918927","F"
"C0101919129","F"
"C0101919216","F"
"C0101919398","F"
"C0101919596","F"
"C0101919738","F"
"C0101920041","F"
"C0101920590","F"
"C0101920848","F"
"C0101920868","F"
"C0101920942","F"
"C0101920984","F"
"C0101921087","F"
"C0101921087","F"
"C0101921112","F"
"C0101921283","T"
"C0101921515","F"
"C0101921594","F"
"C0101921799","F"
"C0101921878","F"
"C0101922090","F"
"C0101922460","T"
"C0101922901","F"
"C0101922975","T"
"C0101923067","F"
"C0101923201","F"
"C0101923469","F"
"C0101923527","F"
"C0101923844","F"
"C0101923854","F"
"C0101923971","F"
"C0101924215","F"
"C0101924426","F"
"C0101925007","F"
"C0101925192","F"
"C0101925310","F"
"C0101925459","F"
"C0101925653","F"
"C0101926105","F"
"C0101926255","F"
"C0101926263","F"
"C0101926702","F"
"C0101927363","T"
"C0101927421","F"
"C0101928514","F"
"C0101928875","F"
"C0101929124","F"
"C0101929169","F"
"C0101929472","F"
"C0101929498","T"
"C0101929774","F"
"C0101929794","F"
"C0101929794","F"
"C0101929879","F"
"C0101930387","F"
"C0101930584","F"
"C0101931016","F"
"C0101931124","F"
"C0101931347","F"
"C0101931499","T"
"C0101931629","F"
"C0101931833","F"
"C0101932012","F"
"C0101932165","F"
"C0101932388","F"
"C0101932732","F"
"C0101933549","F"
"C0101933668","F"
"C0101933880","F"
"C0101934237","F"
"C0101934354","F"
"C0101934405","F"
"C0101934498","F"
"C0101934560","F"
"C0101934785","F"
"C0101934916","F"
"C0101935401","F"
"C0101935982","F"
"C0101936292","T"
"C0101936360","F"
"C0101936791","F"
"C0101936836","F"
"C0101937276","F"
"C0101937779","F"
"C0101938077","F"
"C0101938096","F"
"C0101938356","F"
"C0101938406","F"
"C0101938677","T"
"C0101938769","F"
"C0101939221","F"
"C0101939239","F"
"C0101939254","F"
"C0101939589","F"
"C0101940065","F"
"C0102023682","T"
"C0102023958","F"
"C0102024002","F"
"C0102024267","F"
"C0102024267","F"
"C0102024462","F"
"C0102024758","F"
"C0102025336","T"
"C0102025678","F"
"C0102025682","F"
"C0102025893","F"
"C0102026323","F"
"C0102027289","F"
"C0102027330","F"
"C0102027677","F"
"C0102027697","F"
"C0102027883","T"
"C0102028573","F"
"C0102028585","F"
"C0102028618","F"
"C0102028771","F"
"C0102028891","F"
"C0102029152","F"
"C0102029774","F"
"C0102029822","F"
"C0102030050","F"
"C0102030156","T"
"C0102030451","F"
"C0102030495","F"
"C0102030795","F"
"C0102031628","F"
"C0102032019","F"
"C0102032102","F"
"C0102032225","F"
"C0102032455","F"
"C0102032672","F"
"C0102032776","F"
"C0102033042","F"
"C0102034146","F"
"C0102034241","F"
"C0102035154","F"
"C0102035271","F"
"C0102035274","F"
"C0102035344","F"
"C0102035448","F"
"C0102035801","F"
"C0102035847","F"
"C0102036037","F"
"C0102036405","F"
"C0102036506","F"
"C0102036698","F"
"C0102037380","F"
"C0102037771","F"
"C0102037817","F"
"C0102038274","F"
"C0102038462","T"
"C0102038932","F"
"C0102039231","F"
"C0102039665","F"
"C0102039859","F"
"C0102039986","F"
"C0102040180","F"
"C0102040348","F"
"C0102040595","F"
"C0102041358","F"
"C0102041701","F"
"C0102041749","F"
"C0102041950","F"
"C0102042159","F"
"C0102042572","F"
"C0102042978","F"
"C0102043338","F"
"C0102043409","F"
"C0102043512","F"
"C0102043663","F"
"C0102043765","F"
"C0102044071","F"
"C0102044114","F"
"C0102044442","F"
"C0102044498","F"
"C0102044693","F"
"C0102044724","F"
"C0102045309","F"
"C0102045423","F"
"C0102045586","F"
"C0102045979","F"
"C0102046063","F"
"C0102046219","F"
"C0102046305","F"
"C0102046557","T"
"C0102046947","F"
"C0102047128","F"
"C0102047138","F"
"C0102047252","F"
"C0102047351","F"
"C0102047431","F"
"C0102048039","T"
"C0102048365","F"
"C0102048375","F"
"C0102048423","F"
"C0102048512","F"
"C0102048531","F"
"C0102048800","F"
"C0102049389","F"
"C0102049522","F"
"C0102049660","F"
"C0102050125","F"
"C0102050324","F"
"C0102050850","F"
"C0102051589","F"
"C0102051996","F"
"C0102052364","F"
"C0102052382","T"
"C0102052706","F"
"C0102053639","F"
"C0102053664","F"
"C0102053681","F"
"C0102053773","F"
"C0102053820","F"
"C0102053946","F"
"C0102054185","F"
"C0102055148","F"
"C0102055266","F"
"C0102055435","F"
"C0102056148","F"
"C0102056152","F"
"C0102056309","F"
"C0102056450","F"
"C0102057079","F"
"C0102057242","F"
"C0102057646","F"
"C0102057744","F"
"C0102058006","F"
"C0102058153","F"
"C0102058495","F"
"C0102059073","F"
"C0102060029","F"
"C0102060408","F"
"C0102060708","F"
"C0102060792","F"
"C0102060918","F"
"C0102061538","F"
"C0102061747","F"
"C0102062521","F"
"C0102062650","F"
"C0102063258","F"
"C0102063593","F"
"C0102064203","F"
"C0102064364","F"
"C0102064670","T"
"C0102064750","F"
"C0102064870","F"
"C0102064919","F"
"C0102065044","F"
"C0102065276","T"
"C0102065783","T"
"C0102066072","F"
"C0102066158","F"
"C0102066561","F"
"C0102066591","F"
"C0102066688","F"
"C0102067471","F"
"C0102068400","T"
"C0102068614","F"
"C0102068744","F"
"C0102069125","T"
"C0102069148","F"
"C0102069723","F"
"C0102069970","F"
"C0102070047","F"
"C0102070677","F"
"C0102070862","T"
"C0102071070","F"
"C0102071365","F"
"C0102071424","F"
"C0102071503","F"
"C0102071618","F"
"C0102072174","F"
"C0102072886","T"
"C0102073156","F"
"C0102073481","F"
"C0102073551","F"
"C0102073858","F"
"C0102073990","F"
"C0102074460","T"
"C0102074528","F"
"C0102075157","F"
"C0102075587","F"
"C0102075662","F"
"C0102076013","F"
"C0102076215","F"
"C0102076504","F"
"C0102076542","F"
"C0102077286","T"
"C0102077399","F"
"C0102078154","F"
"C0102078682","F"
"C0102078708","T"
"C0102078964","F"
"C0102079068","F"
"C0102079149","F"
"C0102080026","T"
"C0102080195","F"
"C0102080319","F"
"C0102080818","F"
"C0102080971","F"
"C0102081268","T"
"C0102081391","F"
"C0102081584","F"
"C0102081898","F"
"C0102082080","F"
"C0102082165","F"
"C0102082195","F"
"C0102082224","F"
"C0102082269","F"
"C0102082863","F"
"C0102082946","F"
"C0102083171","F"
"C0102084044","F"
"C0102084297","F"
"C0102084681","F"
"C0102084784","F"
"C0102085004","F"
"C0102085221","F"
"C0102085480","F"
"C0102085505","F"
"C0102085654","F"
"C0102085895","F"
"C0102086348","T"
"C0102086685","F"
"C0102087200","F"
"C0102087739","F"
"C0102087996","F"
"C0102088133","F"
"C0102088300","F"
"C0102088503","F"
"C0102088553","T"
"C0102088713","F"
"C0102088729","F"
"C0102088962","F"
"C0102089113","F"
"C0102089385","F"
"C0102089419","F"
"C0102089419","F"
"C0102089557","F"
"C0102089614","F"
"C0102089759","F"
"C0102090046","F"
"C0102090688","F"
"C0102090697","F"
"C0102090734","F"
"C0102091254","F"
"C0102091387","T"
"C0102091478","F"
"C0102091610","T"
"C0102091657","F"
"C0102091749","F"
"C0102091887","F"
"C0102092144","F"
"C0102092678","F"
"C0102092890","F"
"C0102092977","F"
"C0102092979","F"
"C0102093121","F"
"C0102094557","F"
"C0102094800","F"
"C0102094941","F"
"C0102095081","F"
"C0102095109","F"
"C0102095483","F"
"C0102096308","F"
"C0102096308","F"
"C0102096386","F"
"C0102096554","F"
"C0102097268","F"
"C0102097583","F"
"C0102098075","F"
"C0102098147","F"
"C0102099324","F"
"C0102099372","F"
"C0102099396","F"
"C0102099491","F"
"C0102099674","F"
"C0102099838","F"
"C0102099935","T"
"C0102100068","F"
"C0102100249","F"
"C0102100291","F"
"C0102100699","F"
"C0102100883","F"
"C0102101096","F"
"C0102101207","F"
"C0102101291","F"
"C0102101332","F"
"C0102182367","F"
"C0102182551","F"
"C0102184045","F"
"C0102184162","F"
"C0102184261","F"
"C0102184383","F"
"C0102185054","F"
"C0102185054","F"
"C0102185561","F"
"C0102186535","T"
"C0102186885","F"
"C0102187713","F"
"C0102187873","F"
"C0102188462","F"
"C0102188495","F"
"C0102188595","F"
"C0102188970","F"
"C0102189183","F"
"C0102189926","F"
"C0102190118","F"
"C0102190438","T"
"C0102190622","T"
"C0102190977","F"
"C0102192088","F"
"C0102192205","F"
"C0102196724","T"
"C0102196757","F"
"C0102197071","F"
"C0102197501","F"
"C0102197652","F"
"C0102198627","F"
"C0102198799","F"
"C0102198954","F"
"C0102199553","F"
"C0102199957","F"
"C0102200179","F"
"C0102200340","F"
"C0102200345","T"
"C0102200455","F"
"C0102201214","F"
"C0102201734","F"
"C0102201807","T"
"C0102202101","F"
"C0102203804","F"
"C0102203909","F"
"C0102204246","F"
"C0102204584","F"
"C0102204701","F"
"C0102205009","F"
"C0102205085","F"
"C0102206857","F"
"C0102207120","F"
"C0102207162","T"
"C0102207174","F"
"C0102207329","F"
"C0102207582","F"
"C0102207823","F"
"C0102207928","F"
"C0102208182","F"
"C0102208870","F"
"C0102208909","F"
"C0102208948","F"
"C0102209407","F"
"C0102209487","F"
"C0102209741","F"
"C0102210238","F"
"C0102210255","T"
"C0102210522","F"
"C0102210626","T"
"C0102211032","F"
"C0102211504","F"
"C0102220349","F"
"C0102220891","F"
"C0102221118","F"
"C0102221725","F"
"C0102222668","F"
"C0102223688","T"
"C0102224256","F"
"C0102224407","F"
"C0102224407","F"
"C0102224477","F"
"C0102225036","F"
"C0102225809","F"
"C0102226053","F"
"C0102226188","F"
"C0102226775","F"
"C0102226919","F"
"C0102227015","F"
"C0102228063","F"
"C0102228480","F"
"C0102229019","F"
"C0102229294","F"
"C0102229621","F"
"C0102229773","F"
"C0102230063","F"
"C0102230320","F"
"C0102230362","F"
"C0102231143","F"
"C0102231243","F"
"C0102231477","F"
"C0102231575","F"
"C0102231739","F"
"C0102232165","F"
"C0102232330","F"
"C0102232576","F"
"C0102234945","F"
"C0102238183","F"
"C0102239288","F"
"C0102239335","F"
"C0102239606","F"
"C0102244884","F"
"C0102245173","F"
"C0102245326","F"
"C0102245480","F"
"C0102245613","F"
"C0102245649","F"
"C0102246060","F"
"C0102246270","F"
"C0102246294","F"
"C0102246736","F"
"C0102246785","F"
"C0102247112","F"
"C0102247197","F"
"C0102247605","F"
"C0102247715","F"
"C0102248344","F"
"C0102248676","F"
"C0102248833","T"
"C0102248885","F"
"C0102248975","F"
"C0102249029","F"
"C0102249141","F"
"C0102249439","F"
"C0102249501","F"
"C0102249817","F"
"C0102250564","F"
"C0102250841","F"
"C0102251192","F"
"C0102251268","T"
"C0102253866","F"
"C0102253866","F"
"C0102254035","F"
"C0102254247","F"
"C0102254370","F"
"C0102255031","F"
"C0102255117","F"
"C0102255117","F"
"C0102255117","F"
"C0102255882","F"
"C0102255901","F"
"C0102256004","F"
"C0102256078","F"
"C0102256166","F"
"C0102256252","F"
"C0102257095","F"
"C0102257595","F"
"C0102258036","F"
"C0102261525","F"
"C0102262019","F"
"C0102262044","T"
"C0102262646","F"
"C0102263215","F"
"C0102263279","T"
"C0102263462","F"
"C0102263494","F"
"C0102264065","F"
"C0102264564","T"
"C0102275652","F"
"C0102275736","F"
"C0102276012","F"
"C0102276012","F"
"C0102276085","F"
"C0102276452","F"
"C0102276505","F"
"C0102277237","F"
"C0102277531","F"
"C0102277821","F"
"C0102278127","F"
"C0102278134","F"
"C0102278611","F"
"C0102278714","F"
"C0102279188","F"
"C0102279209","F"
"C0102279298","F"
"C0102279379","F"
"C0102279784","F"
"C0102279873","F"
"C0102279918","F"
"C0102280005","F"
"C0102280251","F"
"C0102280366","F"
"C0102280432","F"
"C0102280493","F"
"C0102280827","F"
"C0102280876","F"
"C0102281272","F"
"C0102281284","F"
"C0102281439","F"
"C0102281595","T"
"C0102281965","T"
"C0102282123","F"
"C0102282386","F"
"C0102282974","F"
"C0102283106","F"
"C0102283397","F"
"C0102284264","F"
"C0102284320","F"
"C0102284632","F"
"C0102285257","F"
"C0102285297","F"
"C0102285984","F"
"C0102286142","F"
"C0102286193","F"
"C0102286662","F"
"C0102286744","F"
"C0102286881","F"
"C0102287140","T"
"C0102287354","F"
"C0102287508","F"
"C0102287661","F"
"C0102287896","F"
"C0102288135","F"
"C0102288135","F"
"C0102288238","F"
"C0102288238","F"
"C0102288243","F"
"C0102289080","F"
"C0102289188","F"
"C0102289204","F"
"C0102289416","F"
"C0102289585","F"
"C0102289660","F"
"C0102289849","F"
"C0102289932","F"
"C0102290226","F"
"C0102291029","F"
"C0102291110","T"
"C0102291394","F"
"C0102291436","F"
"C0102293586","F"
"C0102294121","F"
"C0102294448","F"
"C0102294656","F"
"C0102294751","F"
"C0102294992","F"
"C0102295225","F"
"C0102295269","F"
"C0102295382","F"
"C0102300972","F"
"C0102301401","F"
"C0102301468","F"
"C0102301937","F"
"C0102301984","F"
"C0102302009","T"
"C0102302087","F"
"C0102302318","F"
"C0102302414","F"
"C0102302934","F"
"C0102303019","F"
"C0102303022","F"
"C0102303103","F"
"C0102303385","F"
"C0102303674","F"
"C0102303776","T"
"C0102308532","F"
"C0102308810","F"
"C0102308810","F"
"C0102309097","F"
"C0102309332","F"
"C0102309375","F"
"C0102310248","T"
"C0102310426","T"
"C0102322550","F"
"C0102322969","F"
"C0102323752","F"
"C0102323759","F"
"C0102323890","F"
"C0102323912","F"
"C0102324059","F"
"C0102324152","F"
"C0102324565","F"
"C0102324962","F"
"C0102326882","F"
"C0102328465","F"
"C0102328465","F"
"C0102328507","F"
"C0102328535","F"
"C0102329321","F"
"C0102329410","F"
"C0102329444","F"
"C0102329597","F"
"C0102329793","F"
"C0102333592","T"
"C0102333671","F"
"C0102335785","F"
"C0102336868","F"
"C0102338489","F"
"C0102338511","F"
"C0102338648","T"
"C0102339079","F"
"C0102339079","F"
"C0102339609","F"
"C0102339685","F"
"C0102339738","F"
"C0102339745","F"
"C0102339818","F"
"C0102339944","F"
"C0102340008","F"
